Movie,"Release
Date",Distributor,"MPAA
Rating",Domestic Gross,"Inflation-Adjusted
Gross",Genre
C't'a ton tour Laura Cadieux,1998-10-09,Alliance Films,Not Rated,1045907,1759533,Comedy
Practical Magic,1998-10-16,Warner Bros.,PG-13,46850558,78414157,Comedy
Happiness,1998-10-16,Good Machine Releasing,Not Rated,2746453,4606056,Comedy
Life During Wartime,1998-10-16,Lionsgate,R,55986,94183,Comedy
Pleasantville,1998-10-23,New Line,PG-13,40584421,68028148,Comedy
Les Boys II,1998-10-23,Lionsgate,Not Rated,5974732,10051308,Comedy
Orgazmo,1998-10-23,October Films,NC-17,582024,979141,Comedy
The Waterboy,1998-11-06,Walt Disney,PG-13,161491646,270191732,Comedy
I'll Be Home For Christmas,1998-11-13,Walt Disney,PG,12214338,20535208,Comedy
Waking Ned Devine,1998-11-20,20th Century Fox,PG,24793251,39398936,Comedy
Celebrity,1998-11-20,Miramax,R,5078660,8466183,Comedy
Jerry Springer: Ringmaster,1998-11-25,Artisan,R,9257103,15493782,Comedy
Jack Frost,1998-12-11,Warner Bros.,PG,34645374,57677115,Comedy
Patch Adams,1998-12-25,Universal,PG-13,135041968,218157332,Comedy
Hurlyburly,1998-12-25,Fine Line,R,1798862,2849797,Comedy
"Blood, Guts, Bullets and Octane",1999-01-15,Lionsgate,R,13674,21240,Comedy
Bacheha-Ye aseman,1999-01-22,Miramax,PG,933933,1437290,Comedy
The 24 Hour Woman,1999-01-29,Artisan,R,109148,169525,Comedy
My Favorite Martian,1999-02-12,Walt Disney,PG,36850101,57202587,Comedy
Blast from the Past,1999-02-12,New Line,PG-13,26613620,41150098,Comedy
20 Dates,1999-02-26,Fox Searchlight,R,541636,833681,Comedy
Analyze This,1999-03-05,Warner Bros.,R,106885658,165912679,Comedy
Baby Geniuses,1999-03-12,Sony Pictures,PG,27151490,42155520,Comedy
EDtv,1999-03-26,Universal,PG-13,22508689,34823304,Comedy
The Out-of-Towners,1999-04-02,Paramount Pictures,PG-13,28544120,44320316,Comedy
Cookie's Fortune,1999-04-02,October Films,PG-13,10920544,16959113,Comedy
Foolish,1999-04-09,Artisan,R,6026908,9360688,Comedy
Life,1999-04-16,Universal,R,64062587,99426845,Comedy
"Goodbye, Lover",1999-04-16,Warner Bros.,R,1940299,2986799,Comedy
Pushing Tin,1999-04-23,20th Century Fox,R,8408835,13056183,Comedy
Get Real,1999-04-30,Paramount Pictures,R,1152411,1789870,Comedy
Edge of Seventeen,1999-04-30,Strand,Not Rated,870751,1352196,Comedy
The Castle,1999-05-07,Miramax,R,1007834,1405619,Comedy
Trippin',1999-05-12,October Films,R,9017070,14003780,Comedy
A Midsummer Night's Dream,1999-05-14,Fox Searchlight,PG-13,16071990,24953774,Comedy
Ast?rix et Ob?lix contre C?sar,1999-06-04,Distributor Unknown,Not Rated,1644060,2487338,Comedy
Austin Powers: The Spy Who Shagged Me,1999-06-10,New Line,PG-13,206040085,319883268,Comedy
An Ideal Husband,1999-06-18,Miramax,PG-13,18542974,28787927,Comedy
Big Daddy,1999-06-25,Sony Pictures,PG-13,163479795,253908579,Comedy
"South Park: Bigger, Longer & Uncut",1999-06-30,Paramount Pictures,R,52037603,80776652,Comedy
Elvis Gratton 2,1999-07-02,Lionsgate,Not Rated,3316272,5150663,Comedy
American Pie,1999-07-09,Universal,R,101800948,158011562,Comedy
Dinner Game,1999-07-09,Lionsgate,PG-13,4065116,6313736,Comedy
Muppets From Space,1999-07-14,Sony Pictures,G,16304786,25302323,Comedy
The Wood,1999-07-16,Paramount Pictures,R,25059640,38902718,Comedy
Inspector Gadget,1999-07-23,Walt Disney,PG,97387965,151214754,Comedy
Drop Dead Gorgeous,1999-07-23,New Line,PG-13,10571408,16403184,Comedy
Trick,1999-07-23,Fine Line,R,2049595,3183331,Comedy
Dick,1999-08-04,Sony Pictures,PG-13,6276869,9694293,Comedy
Mystery Men,1999-08-06,Universal,PG,29762011,46224859,Comedy
The Adventures of Sebastian Cole,1999-08-06,Paramount Vantage,R,100041,155378,Comedy
Bowfinger,1999-08-13,Universal,PG-13,66458769,103075220,Comedy
Detroit Rock City,1999-08-13,New Line,R,4217115,6512398,Comedy
Mickey Blue Eyes,1999-08-20,Warner Bros.,PG-13,33864342,52596389,Comedy
Teaching Mrs. Tingle,1999-08-20,Miramax,PG-13,8959883,13839147,Comedy
The Muse,1999-08-27,October Films,PG-13,11614954,18038647,Comedy
Dudley Do-Right,1999-08-27,Universal,PG,9818792,15250052,Comedy
Outside Providence,1999-09-01,Miramax,R,7309628,11325843,Comedy
Bedrooms and Hallways,1999-09-03,First Run Features,Not Rated,136049,200619,Comedy
Love Stinks,1999-09-10,Independent Artists,R,2793776,4339153,Comedy
"Crna macka, beli macor",1999-09-10,USA Films,R,348660,541522,Comedy
Sugar Town,1999-09-17,October Films,R,178095,276213,Comedy
Breakfast of Champions,1999-09-17,Walt Disney,R,178287,272379,Comedy
Mumford,1999-09-24,Walt Disney,R,4559569,7081693,Comedy
Drive Me Crazy,1999-10-01,20th Century Fox,PG-13,17843379,27710761,Comedy
The Adventures of Elmo in Grouchland,1999-10-01,Sony Pictures,G,11634458,18070057,Comedy
"Mystery, Alaska",1999-10-01,Walt Disney,R,8891623,13804612,Comedy
"Happy, Texas",1999-10-01,Miramax,PG-13,2039192,3018777,Comedy
Superstar,1999-10-08,Paramount Pictures,PG-13,30628981,47528681,Comedy
Dogma,1999-11-12,Lionsgate,R,30651422,47457230,Comedy
Laura Cadieux .. La Suite,1999-12-03,Alliance Films,Not Rated,777477,1195406,Comedy
Agnes Browne,1999-12-03,USA Films,R,140426,206118,Comedy
Deuce Bigalow: Male Gigolo,1999-12-10,Walt Disney,R,65535067,100072326,Comedy
Diamonds,1999-12-10,Miramax,PG-13,81897,120583,Comedy
Stuart Little,1999-12-17,Sony Pictures,PG,140015224,212050251,Comedy
Simpatico,1999-12-17,Phaedra Cinema,R,902144,1321228,Comedy
Galaxy Quest,1999-12-24,Dreamworks SKG,PG,71423726,106991327,Comedy
Play it to the Bone,1999-12-24,Walt Disney,R,8427204,12336228,Comedy
Next Friday,2000-01-12,New Line,R,57176582,83696331,Comedy
Isn't She Great,2000-01-28,Universal,R,2954405,4324722,Comedy
The Cup,2000-01-28,Fine Line,G,1067773,1563033,Comedy
The Big Tease,2000-01-28,Warner Bros.,R,185577,271653,Comedy
Gun Shy,2000-02-04,Walt Disney,R,1638202,2388721,Comedy
Snow Day,2000-02-11,Paramount Pictures,PG,60008303,87841469,Comedy
The Whole Nine Yards,2000-02-18,Warner Bros.,R,57262492,83822090,Comedy
Hanging Up,2000-02-18,Sony Pictures,PG-13,36037909,52753077,Comedy
Beautiful People,2000-02-18,Trimark,R,261360,382586,Comedy
Wonder Boys,2000-02-23,Paramount Pictures,R,19389454,28375407,Comedy
3 Strikes,2000-03-01,MGM,R,9821335,14376685,Comedy
Drowning Mona,2000-03-03,Destination Films,PG-13,15427192,22582663,Comedy
What Planet Are You From?,2000-03-03,Sony Pictures,R,6291602,9209784,Comedy
Les convoyeurs attendent,2000-03-15,Samuel Goldwyn Films,Not Rated,5518,8079,Comedy
High Fidelity,2000-03-31,Walt Disney,R,27277055,39928749,Comedy
Ready to Rumble,2000-04-07,Warner Bros.,PG-13,12372410,18111006,Comedy
28 Days,2000-04-14,Sony Pictures,PG-13,37035515,54213397,Comedy
Where the Money Is,2000-04-14,USA Films,PG-13,5658940,8283679,Comedy
East is East,2000-04-14,Miramax,R,4170647,6105085,Comedy
The Flintstones in Viva Rock Vegas,2000-04-28,Universal,PG,35231365,51572441,Comedy
Luminarias,2000-05-05,,R,428535,627279,Comedy
Adorenarin doraibu,2000-05-05,Shooting Gallery,Not Rated,77313,113174,Comedy
Screwed,2000-05-12,Universal,PG-13,6982680,10221400,Comedy
Held Up,2000-05-12,Trimark,PG-13,4714090,6900586,Comedy
Road Trip,2000-05-19,Dreamworks SKG,R,68525609,100309286,Comedy
Small Time Crooks,2000-05-19,Dreamworks SKG,PG,17266359,24989240,Comedy
Big Momma's House,2000-06-02,20th Century Fox,PG-13,117559438,172086076,Comedy
New Waterford Girl,2000-06-02,Alliance Films,Not Rated,774469,1133683,Comedy
Catfish in Black Bean Sauce,2000-06-09,Phaedra Cinema,PG-13,1315573,1911234,Comedy
Groove,2000-06-09,Sony Pictures Classics,R,1115313,1632078,Comedy
The Adventures of Rocky & Bullwinkle,2000-06-30,Universal,PG,26000610,38060263,Comedy
Scary Movie,2000-07-07,Miramax/Dimension,R,157019771,229815770,Comedy
The Kid,2000-07-07,Walt Disney,PG,69688384,102011380,Comedy
But I'm a Cheerleader,2000-07-07,Lionsgate,R,2205627,3220193,Comedy
La Vie Apr?s L'Amour,2000-07-07,Alliance Films,Not Rated,1795758,2628672,Comedy
Nutty Professor II: The Klumps,2000-07-28,Universal,PG-13,123307945,180500871,Comedy
Saving Grace,2000-08-04,Fine Line,R,12178602,17735308,Comedy
Psycho Beach Party,2000-08-04,,Not Rated,267972,392062,Comedy
The Replacements,2000-08-11,Warner Bros.,PG-13,44737059,65487087,Comedy
MVP: Most Valuable Primate,2000-08-11,Keystone Entertainment,PG,1248746,1824271,Comedy
Bring it On,2000-08-25,Universal,PG-13,68353550,100057422,Comedy
The Crew,2000-08-25,Walt Disney,PG-13,13019253,19057869,Comedy
Whipped,2000-09-01,Destination Films,R,4142507,6063891,Comedy
Almost Famous,2000-09-15,Dreamworks SKG,R,32522352,47565764,Comedy
30 Days,2000-09-15,Arrow Releasing,Not Rated,13753,20135,Comedy
Best in Show,2000-09-27,Warner Bros.,PG-13,18621249,27157530,Comedy
The Broken Hearts Club: A Romantic Comedy,2000-09-29,Sony Pictures Classics,R,1744858,2552391,Comedy
Meet the Parents,2000-10-06,Universal,PG-13,166225040,242981726,Comedy
Bootmen,2000-10-06,Fox Searchlight,R,21172,30992,Comedy
The Ladies Man,2000-10-13,Paramount Pictures,R,13592872,19897546,Comedy
Bedazzled,2000-10-20,20th Century Fox,PG-13,37879996,55424378,Comedy
La Bouteille,2000-10-20,Lionsgate,Not Rated,43993,64398,Comedy
The Little Vampire,2000-10-27,New Line,PG,13555988,19843555,Comedy
Lucky Numbers,2000-10-27,Paramount Pictures,R,10014234,14659052,Comedy
Blue Moon,2000-11-03,Castle Hill Productions,PG-13,76096,110973,Comedy
"2 M?nner, 2 Frauen - 4 Probleme!?",2000-11-03,,Not Rated,14940,21871,Comedy
Little Nicky,2000-11-10,New Line,PG-13,39442871,57695846,Comedy
How the Grinch Stole Christmas,2000-11-17,Universal,PG,260044825,380173811,Comedy
La B?che,2000-11-17,Empire Pictures,Not Rated,330418,471846,Comedy
Chutney Popcorn,2000-11-17,First Look,Not Rated,2274,3330,Comedy
102 Dalmatians,2000-11-22,Walt Disney,G,66941559,97389600,Comedy
Aïe,2000-12-01,,Not Rated,8289,12135,Comedy
"Dude, Where's My Car?",2000-12-15,20th Century Fox,PG-13,46729374,67628559,Comedy
Miss Congeniality,2000-12-22,Warner Bros.,PG-13,106807667,152058857,Comedy
The Family Man,2000-12-22,Universal,PG-13,75764085,108627327,Comedy
"O Brother, Where Art Thou",2000-12-22,Walt Disney,PG-13,45506619,63571142,Comedy
State and Main,2000-12-22,Fine Line,R,6920692,9755093,Comedy
Sugar and Spice,2001-01-26,New Line,PG-13,13276953,18507975,Comedy
Escanaba in Da Moonlight,2001-01-26,Purple Rose Films,PG-13,2276406,3173295,Comedy
Geboren in Absurdistan,2001-01-26,,Not Rated,976,1357,Comedy
Amy,2001-02-02,,PG-13,7880,10983,Comedy
Saving Silverman,2001-02-09,Sony Pictures,R,19351569,26975949,Comedy
Down to Earth,2001-02-16,Paramount Pictures,PG-13,64172251,89455668,Comedy
Recess: School's Out,2001-02-16,Walt Disney,G,36696761,51155028,Comedy
Monkeybone,2001-02-23,20th Century Fox,PG-13,5409517,7540828,Comedy
See Spot Run,2001-03-02,Warner Bros.,PG,33357476,46500086,Comedy
Me You Them,2001-03-02,,PG-13,323403,450819,Comedy
Hit & Runway,2001-03-02,,Not Rated,81570,113687,Comedy
Blow Dry,2001-03-07,Miramax,R,637769,889045,Comedy
Company Man,2001-03-09,,PG-13,146028,203562,Comedy
The Dish,2001-03-14,Warner Bros.,PG-13,2252970,3140622,Comedy
The Debut,2001-03-16,Menemsha Entertainment,R,1743570,2406316,Comedy
Heartbreakers,2001-03-23,MGM,PG-13,40334024,56225347,Comedy
The Brothers,2001-03-23,Sony Pictures,R,27457409,38275431,Comedy
Say It Isn't So,2001-03-23,20th Century Fox,R,5516708,7690249,Comedy
Tomcats,2001-03-30,Sony Pictures,R,13558739,18900787,Comedy
Just Visiting,2001-04-06,Walt Disney,PG-13,4777007,6659113,Comedy
The Closet,2001-04-06,Miramax,R,879496,1226011,Comedy
Beautiful Creatures,2001-04-06,Focus Features,R,55381,77204,Comedy
Joe Dirt,2001-04-11,Sony Pictures,PG-13,27087695,37760057,Comedy
Kingdom Come,2001-04-11,Fox Searchlight,PG,23247539,32406905,Comedy
Josie and the Pussycats,2001-04-11,Universal,PG-13,14252830,19868346,Comedy
Freddy Got Fingered,2001-04-20,20th Century Fox,R,14249005,19863012,Comedy
The Rat,2001-04-20,,Not Rated,2501,3487,Comedy
Sordid Lives,2001-05-11,Regent Releasing,R,1111273,1491597,Comedy
About Adam,2001-05-11,Miramax,R,151559,198923,Comedy
The Animal,2001-06-01,Sony Pictures,PG-13,55762229,77732154,Comedy
What's the Worst That Could Happen?,2001-06-01,MGM,PG-13,32267774,44981048,Comedy
Nuit de Noces,2001-06-01,Seville,Not Rated,1238180,1726016,Comedy
Evolution,2001-06-08,Dreamworks SKG,PG-13,38311134,53405453,Comedy
Doctor Dolittle 2,2001-06-22,20th Century Fox,PG,112950721,157452509,Comedy
The Closet,2001-06-29,Miramax,R,6671454,9299959,Comedy
Pootie Tang,2001-06-29,Paramount Pictures,PG-13,3293258,4590781,Comedy
Cats & Dogs,2001-07-04,Warner Bros.,PG,93375151,130164305,Comedy
Scary Movie 2,2001-07-04,Miramax/Dimension,R,71277420,99360222,Comedy
Legally Blonde,2001-07-13,MGM,PG-13,96493426,134511150,Comedy
Made,2001-07-13,Artisan,R,5308707,7400299,Comedy
Ghost World,2001-07-20,MGM,R,6217849,8640260,Comedy
101 Reykjav?k,2001-07-25,,Not Rated,109277,152332,Comedy
Pane e tulipani,2001-07-27,First Look,PG-13,5311177,7384567,Comedy
Greenfingers,2001-07-27,IDP Distribution,R,1439287,2006356,Comedy
The Princess Diaries,2001-08-03,Walt Disney,G,108244774,150890261,Comedy
American Pie 2,2001-08-10,Universal,R,145096820,202263945,Comedy
Osmosis Jones,2001-08-10,Warner Bros.,PG,13596911,18953997,Comedy
Rat Race,2001-08-17,Paramount Pictures,PG-13,56607223,78910068,Comedy
Lisa Picard is Famous,2001-08-22,,PG-13,113433,156853,Comedy
Jay and Silent Bob Strike Back,2001-08-24,Miramax/Dimension,R,30059386,41902575,Comedy
Summer Catch,2001-08-24,Warner Bros.,PG-13,19693891,27453145,Comedy
The Curse of the Jade Scorpion,2001-08-24,Dreamworks SKG,PG-13,7496522,10450100,Comedy
Bubble Boy,2001-08-24,Walt Disney,PG-13,5002310,6973182,Comedy
Tortilla Soup,2001-08-24,IDP Distribution,PG-13,4447014,6199110,Comedy
Zoolander,2001-09-28,Paramount Pictures,PG-13,45172250,62955296,Comedy
Born Romantic,2001-09-28,MGM,R,14597,20348,Comedy
Max Keeble's Big Move,2001-10-05,Walt Disney,PG,17292381,24096597,Comedy
La Ci?naga,2001-10-05,,Not Rated,103215,142572,Comedy
Bandits,2001-10-12,MGM,PG-13,41523271,57878791,Comedy
Corky Romano,2001-10-12,Walt Disney,PG-13,23978402,33414221,Comedy
Le Fabuleux destin d'Am?lie Poulain,2001-11-02,Miramax,R,33201661,45674855,Comedy
The Wash,2001-11-14,Lionsgate,R,10097096,14071389,Comedy
Novocaine,2001-11-16,Artisan,R,2025238,2821322,Comedy
Black Knight,2001-11-21,20th Century Fox,PG-13,33422806,46525152,Comedy
Out Cold,2001-11-21,Walt Disney,PG-13,13906394,19369319,Comedy
The Sidewalks of New York,2001-11-21,Paramount Vantage,R,2402459,3346125,Comedy
Not Another Teen Movie,2001-12-14,Sony Pictures,R,37882551,52596926,Comedy
How High,2001-12-21,Universal,R,31155435,43017337,Comedy
Joe Somebody,2001-12-21,20th Century Fox,PG,22770864,31498237,Comedy
Gosford Park,2001-12-26,USA Films,R,41300105,56104559,Comedy
Orange County,2002-01-11,Paramount Pictures,PG-13,41059716,55722841,Comedy
Snow Dogs,2002-01-18,Walt Disney,PG,81150692,110202920,Comedy
Italian for Beginners,2002-01-18,Miramax,R,4447186,6039290,Comedy
Kung Pow: Enter the Fist,2002-01-25,20th Century Fox,PG-13,16033556,21773623,Comedy
Slackers,2002-02-01,Sony Pictures,R,4814244,6537757,Comedy
The Singles Ward,2002-02-01,Halestorm Entertainment,PG,1250798,1698591,Comedy
Big Fat Liar,2002-02-08,Universal,PG,47811275,64927875,Comedy
Super Troopers,2002-02-15,Fox Searchlight,R,18492362,25107195,Comedy
Monsoon Wedding,2002-02-22,USA Films,R,13876974,18844981,Comedy
All About the Benjamins,2002-03-08,New Line,R,25482931,34605911,Comedy
Men with Brooms,2002-03-08,Artisan,R,4239767,5757617,Comedy
Wetonkawa Flash,2002-03-08,Indican Pictures,Not Rated,5030,6833,Comedy
Showtime,2002-03-15,Warner Bros.,PG-13,37948765,51534553,Comedy
Sorority Boys,2002-03-22,Walt Disney,R,10198766,13849956,Comedy
Son of the Bride,2002-03-22,Sony Pictures Classics,R,624153,847599,Comedy
National Lampoon's Van Wilder,2002-04-05,Artisan,R,21305259,28525309,Comedy
Big Trouble,2002-04-05,Walt Disney,PG-13,7262288,9862216,Comedy
American Chai,2002-04-05,Magic Lamp,R,125996,171103,Comedy
Human Nature,2002-04-12,Fine Line,R,705308,945001,Comedy
Spooky House,2002-04-19,,PG,65875,88826,Comedy
The New Guy,2002-05-10,Sony Pictures,PG-13,28972187,39344329,Comedy
The Importance of Being Earnest,2002-05-22,Miramax,PG,8378141,11377546,Comedy
Bartleby,2002-05-24,Outrider Pictures,PG-13,141367,191979,Comedy
Undercover Brother,2002-05-31,Universal,PG-13,38230435,51917060,Comedy
The Divine Secrets of the Ya-Ya Sisterhood,2002-06-07,Warner Bros.,PG-13,69586544,94498767,Comedy
Cherish,2002-06-07,Fine Line,R,160268,217646,Comedy
The Producers,2002-06-07,,Not Rated,111866,151788,Comedy
30 Years to Life,2002-06-07,,R,99023,130193,Comedy
Scooby-Doo,2002-06-14,Warner Bros.,PG,153294164,208165878,Comedy
Juwanna Man,2002-06-21,Warner Bros.,PG-13,13571817,18430574,Comedy
Mr. Deeds,2002-06-28,Sony Pictures,PG-13,126293452,171384544,Comedy
Like Mike,2002-07-03,20th Century Fox,PG,51432423,69845404,Comedy
Crocodile Hunter: Collision Course,2002-07-12,MGM,PG,28436931,38617447,Comedy
My Wife is an Actress (Ma Femme est une Actrice),2002-07-12,Sony Pictures Classics,R,1056063,1432374,Comedy
Eight Legged Freaks,2002-07-17,Warner Bros.,PG-13,17266505,23447975,Comedy
Stuart Little 2,2002-07-19,Sony Pictures,PG,64956806,87911863,Comedy
Tadpole,2002-07-19,Miramax,PG-13,2891288,3910323,Comedy
Austin Powers in Goldmember,2002-07-25,New Line,PG-13,213117789,289362239,Comedy
The Master of Disguise,2002-08-02,Sony Pictures,PG,40363530,54813810,Comedy
Full Frontal,2002-08-02,Miramax,R,2512846,3403762,Comedy
Manna From Heaven,2002-08-02,Five Sisters Productions,PG,505675,661111,Comedy
The Good Girl,2002-08-07,Fox Searchlight,R,14018296,19033489,Comedy
The Ch?teau,2002-08-09,IFC Films,R,301175,408994,Comedy
The Adventures of Pluto Nash,2002-08-16,Warner Bros.,PG-13,4411102,5990293,Comedy
Mostly Martha (Drei Sterne),2002-08-16,Paramount Vantage,PG,4160475,5648514,Comedy
Simone,2002-08-23,New Line,PG-13,9680913,13146712,Comedy
Barbershop,2002-09-13,MGM,PG-13,75781642,102884345,Comedy
Stealing Harvard,2002-09-13,Sony Pictures,PG-13,13973532,18976105,Comedy
Igby Goes Down,2002-09-13,MGM,R,4777465,6483055,Comedy
The Banger Sisters,2002-09-20,20th Century Fox,R,30306281,41156031,Comedy
Sweet Home Alabama,2002-09-27,Walt Disney,PG-13,127214072,172668019,Comedy
The Man from Elysian Fields,2002-09-27,Samuel Goldwyn Films,R,1431625,1940727,Comedy
Punch-Drunk Love,2002-10-11,Sony Pictures,R,17791031,24160285,Comedy
Real Women Have Curves,2002-10-18,Newmarket Films,PG-13,5853194,7911997,Comedy
Jackass: The Movie,2002-10-25,Paramount Pictures,R,64282312,87266769,Comedy
All the Queen's Men,2002-10-25,Strand,PG-13,22723,30858,Comedy
The Santa Clause 2,2002-11-01,Walt Disney,G,139225854,188882600,Comedy
Besotted,2002-11-01,Artistic License,Not Rated,656,892,Comedy
Good Housekeeping,2002-11-20,,R,0,0,Comedy
Friday After Next,2002-11-22,New Line,R,33253609,45107343,Comedy
The 4th Tenor,2002-11-22,,PG-13,2152,2919,Comedy
Analyze That,2002-12-06,Warner Bros.,R,32122249,43411064,Comedy
Adaptation,2002-12-06,Sony Pictures,R,22498520,29640260,Comedy
Drumline,2002-12-13,20th Century Fox,PG-13,56398162,75832423,Comedy
The Hot Chick,2002-12-13,Walt Disney,PG-13,35081550,47156976,Comedy
Kangaroo Jack,2003-01-17,Warner Bros.,PG,66723216,87304507,Comedy
Da wan,2003-01-17,Sony Pictures Classics,PG,646,694,Comedy
The Guru,2003-01-31,Universal,R,3051221,3992395,Comedy
The R.M.,2003-01-31,Halestone,PG,1111615,1454498,Comedy
Chaos,2003-01-31,New Yorker,Not Rated,204274,267282,Comedy
Old School,2003-02-21,Dreamworks SKG,R,75155000,98337141,Comedy
Bringing Down the House,2003-03-07,Walt Disney,PG-13,132675402,173600151,Comedy
Agent Cody Banks,2003-03-14,MGM,PG,47545060,62210701,Comedy
Piglet's Big Movie,2003-03-21,Walt Disney,G,23103423,30190840,Comedy
View from the Top,2003-03-21,Miramax,PG-13,15614000,20430256,Comedy
Boat Trip,2003-03-21,Artisan,R,8586376,11234910,Comedy
Head of State,2003-03-28,Dreamworks SKG,PG-13,37788228,49444295,Comedy
Ek Aur Ek Gyarah,2003-03-28,Eros Entertainment,Not Rated,132498,173367,Comedy
Blue Collar Comedy Tour: The Movie,2003-03-28,Warner Bros.,PG-13,0,0,Comedy
What a Girl Wants,2003-04-04,Warner Bros.,PG,35990505,47092057,Comedy
The Man Without a Past,2003-04-04,Sony Pictures Classics,PG-13,921547,1205805,Comedy
Anger Management,2003-04-11,Sony Pictures,PG-13,135560942,177375761,Comedy
A Mighty Wind,2003-04-16,Warner Bros.,PG-13,17583468,23007224,Comedy
Chasing Papi,2003-04-16,20th Century Fox,PG,6126237,8015924,Comedy
Malibu's Most Wanted,2003-04-18,Warner Bros.,PG-13,34308901,44891749,Comedy
It Runs in the Family,2003-04-25,MGM,PG-13,7375836,9637217,Comedy
The Lizzie McGuire Movie,2003-05-02,Walt Disney,PG,42734455,55835329,Comedy
18 ans apr?s,2003-05-02,,Not Rated,25611,33509,Comedy
Daddy Day Care,2003-05-09,Sony Pictures,PG,104148781,136274273,Comedy
